id,smiles,mwt,nH,nC,nCl,E_xtb2,H_xtb2,S_xtb2,G_xtb2,dE_xtb2,dH_xtb2,dS_xtb2,dG_xtb2,zpe_xtb2,homo_xtb2,lumo_xtb2,gap_xtb2,Mu_xtb2,alpha_xtb2,xMu_xtb2,yMu_xtb2,zMu_xtb2,rotA_xtb2,rotB_xtb2,rotC_xtb2,E_r2scan,H_r2scan,S_r2scan,G_r2scan,dE_r2scan,dH_r2scan,dS_r2scan,dG_r2scan,zpe_r2scan,homo_r2scan,lumo_r2scan,gap_r2scan,Mu_r2scan,alpha_r2scan,xMu_r2scan,yMu_r2scan,zMu_r2scan,rotA_r2scan,rotB_r2scan,rotC_r2scan,E_d4tzvp,H_d4tzvp,S_d4tzvp,G_d4tzvp,dE_d4tzvp,dH_d4tzvp,dS_d4tzvp,dG_d4tzvp,zpe_d4tzvp,homo_d4tzvp,lumo_d4tzvp,gap_d4tzvp,Mu_d4tzvp,alpha_d4tzvp,xMu_d4tzvp,yMu_d4tzvp,zMu_d4tzvp,rotA_d4tzvp,rotB_d4tzvp,rotC_d4tzvp
3-0258,c1ccc2c(c1)c1c3ccccc3ccc1c1c2cc2c(Cl)cccc2c1,362.859,15,26,1,-67.903138455739,-67.567656360834,0.000225453777,-67.634875404406,10.892666206248,10.656326303303,0.001837740347,10.108404017494,0.314784133285,-9.9614,-7.6929,2.268526929496,1.944,279.824301,0.484,0.562,-0.188,0.01196041,0.003702725,0.002924535,-1459.807547752994,-1459.46431225,0.0002180847,-1459.5293341914,8.596860910298,8.3527655872,0.0019716187,7.7649273023,0.3232687074,-5.2067,-2.6213,2.5854,1.81729,359.09266,0.45002,0.53244,-0.15865,0.01183,0.003663,0.002885,-1460.897579892609,-1460.5543443896,0.0002180847,-1460.619366331,8.476746590571,8.2326512672,0.0019716187,7.6448129838,0.3232687074,-7.6811,-0.25,7.4311,1.79502,342.52075,0.40061,0.55902,-0.1604,0.01183,0.003663,0.002885
2-0078,c1cc(Cl)c2c(c1Cl)c(Cl)c(cc2)Cl,265.954,4,10,4,-41.667986520233,-41.549938406929,0.000177464624,-41.60284948472,4.230991210995,4.155432608531,0.00075368844,3.930720399918,0.10475584097,-10.7121,-8.1153,2.596771489313,1.876,157.126221,0.654,0.343,-0.0,0.0196031,0.01193419,0.00741811,-2224.09857841187,-2223.9779129723,0.0001733063,-2224.029584239,3.331357642638,3.2531808515,0.0008106181,3.0114949548,0.1077385632,-5.8986,-2.7726,3.126,1.92909,171.17561,0.65175,0.38868,-0.01205,0.01899,0.01176,0.007299,-2224.658472329992,-2224.5378068904006,0.0001733063,-2224.5894781571005,3.301022684482,3.2228458934,0.0008106181,2.9811599971,0.1077385632,-8.6507,-0.2819,8.3688,2.07969,166.60927,0.70841,0.40917,-0.01367,0.01899,0.01176,0.007299
4-0663,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c(c1c2c2c(Cl)cc3c(c2c(c1Cl)Cl)c1cc(Cl)cc(c1cc3Cl)Cl)Cl,741.754,4,26,12,-112.40850656938,-112.164866647732,0.00033362465,-112.26433683701,10.418568238614,10.274070508926,0.00191551783,9.702958866552,0.208237357524,-10.9411,-8.9068,2.034241214543,1.215,416.963545,-0.453,0.15,-0.015,0.003072644,0.001316119,0.001054793,-6515.111293051969,-6514.8618386982,0.0003165947,-6514.9562314024,8.116668578826,7.9663544046,0.0020591385,7.3524219598,0.2154008069,-6.0298,-3.6528,2.377,0.89931,539.76331,-0.27306,0.22248,-0.03354,0.00301,0.001315,0.001052,-6516.595634865311,-6516.346180511499,0.0003165947,-6516.440573215699,8.054765978633,7.9044518049,0.0020591385,7.2905193605,0.2154008069,-8.6284,-1.3201,7.3083,1.08071,499.10738,-0.35132,0.23788,-0.02763,0.00301,0.001315,0.001052
3-0261,c1ccc2c(c1)c1c(c3c2c2ccccc2c(c3)Cl)cc2c(c1)cccc2,362.859,15,26,1,-67.9029020992,-67.56744673304,0.000225990809,-67.634825892886,10.892429849709,10.656116675509,0.001837203315,10.108354505974,0.314717306193,-9.9547,-7.689,2.265742869204,2.047,279.842799,-0.237,-0.718,0.276,0.009168506,0.004347539,0.003069706,-1459.806957054007,-1459.463671535,0.0002180882,-1459.5286945402,8.596270211311,8.3521248722,0.0019716152,7.7642876511,0.3232967885,-5.1905,-2.5939,2.5966,1.84332,361.19212,-0.19271,-0.65411,0.24684,0.009034,0.004325,0.003033,-1460.897084020595,-1460.5537985016,0.0002180882,-1460.6188215068,8.476250718557,8.2321053792,0.0019716152,7.6442681596,0.3232967885,-7.6621,-0.2333,7.4288,1.8744,344.27966,-0.20497,-0.66432,0.24592,0.009034,0.004325,0.003033
4-0396,c1c(Cl)cc2c(c1)ccc1c2c(Cl)c2c(c1Cl)c(Cl)c1c(c2Cl)c2cccc(c2c(c1)Cl)Cl,569.529,9,26,7,-92.170278026638,-91.884988467885,0.000284960132,-91.969949331097,10.625551550997,10.439404184204,0.001879660368,9.878983444069,0.256646578524,-10.2928,-8.7211,1.571717658887,2.645,353.993045,0.885,-0.128,-0.532,0.005684492,0.001662501,0.001333115,-4217.223840618351,-4216.9320032306,0.0002753985,-4217.0141132994,8.312824159047,8.120126951,0.0020157757,7.5191231993,0.2640841489,-5.4074,-3.681,1.7264,2.79618,489.19598,0.92201,-0.20713,-0.56318,0.005588,0.001642,0.001325,-4218.523842045366,-4218.2320046576,0.0002753985,-4218.3141147264005,8.219352969888,8.026655762,0.0020157757,7.4256520112,0.2640841489,-7.8749,-1.51,6.3649,2.97602,453.08176,0.99398,-0.18525,-0.59037,0.005588,0.001642,0.001325
4-0935,Clc1ccc2-c3c4c(-c2c1Cl)cc(Cl)c(c4c1c(c3)ccc(c1Cl)Cl)Cl,458.986,6,20,6,-73.243831491056,-73.033369543757,0.000244253507,-73.106193726762,8.121856670374,7.986931631235,0.001418491729,7.564008321134,0.187792911802,-10.6954,-8.6227,2.072717394482,4.699,279.170099,0.075,1.831,-0.24,0.008539767,0.002722664,0.002129961,-3526.673542405854,-3526.4583351206,0.0002342956,-3526.5281903682,6.361630815666,6.2219589054,0.001525122,5.7672436084,0.1933397527,-5.8855,-3.3306,2.5549,4.4754,355.72979,0.10353,1.73995,-0.249,0.008357,0.002693,0.002111,-3527.697190122953,-3527.4819828377,0.0002342956,-3527.5518380853,6.296960865773,6.1572889557,0.001525122,5.7025736593,0.1933397527,-8.4876,-1.0393,7.4483,4.7525,333.22169,0.00028,1.85118,-0.2628,0.008357,0.002693,0.002111
3-0234,c1ccc2c(c1)cc1c(c2)c2ccccc2c2c1c1ccccc1cc2Cl,362.859,15,26,1,-67.896999275376,-67.561648027467,0.000225343405,-67.62883416363,10.886527025885,10.650317969936,0.001837850719,10.102362776718,0.314696674633,-9.9773,-7.6984,2.278820475369,1.971,279.859977,-0.434,0.514,0.385,0.007795881,0.005319848,0.003427013,-1459.796867187041,-1459.4537365002,0.0002168685,-1459.5183958528,8.586180344345,8.3421898374,0.0019728349,7.7539889637,0.3232292777,-5.1812,-2.6229,2.5583,1.8032,354.80259,-0.35959,0.47235,0.3884,0.007706,0.005253,0.003391,-1460.887022309575,-1460.5438916228,0.0002168685,-1460.6085509754,8.466189007537,8.2221985004,0.0019728349,7.6339976282,0.3232292777,-7.6601,-0.2303,7.4298,1.8338,339.04832,-0.33795,0.505,0.38894,0.007706,0.005253,0.003391
2-0137,c1c2c(cc3c1cc1c(c3)ccc(c1)Cl)cc1c(c2)cc(cc1)Cl,347.244,12,22,2,-62.347580807355,-62.069848111724,0.000215607372,-62.134131449614,9.208217200171,9.01546352622,0.001568802586,8.547725034058,0.258399510859,-9.7198,-8.5008,1.219073475562,1.76,252.030524,-0.0,-0.692,0.0,0.03320906,0.002049835,0.001930665,-1765.766742277973,-1765.4830809619,0.0002090265,-1765.5454022178,7.262741552951,7.0640575339,0.0016834601,6.5621337628,0.2648827961,-4.7431,-3.4563,1.2868,1.84424,381.44962,-1e-05,-0.72556,-3e-05,0.03278,0.002036,0.001917,-1766.720303445471,-1766.4366421293998,0.0002090265,-1766.4989633853,7.153497067005,6.9548130478,0.0016834601,6.4528892779,0.2648827961,-7.0174,-1.2909,5.7265,1.84236,358.53025,-0.0,-0.72483,-2e-05,0.03278,0.002036,0.001917
2-0275,c1c2c(cc3c(c2)cc2c(c3)cccc2)cc2c1cc1c(c2)cc(cc1)Cl,362.859,15,26,1,-67.881977469786,-67.548439430123,0.000227256854,-67.616196061055,10.871505220295,10.637109372592,0.00183593727,10.089724674143,0.31263903732,-9.3884,-8.4589,0.929495502577,2.649,279.87296,0.988,0.332,0.0,0.03353866,0.001786536,0.001696184,-1459.784515376607,-1459.4436945885,0.0002199167,-1459.5092627573,8.573828533911,8.3321479257,0.0019697867,7.7448558682,0.3205568436,-4.4215,-3.5031,0.9184,2.43363,452.95645,0.89136,0.34953,-2e-05,0.033077,0.001776,0.001685,-1460.857406306152,-1460.5165855181,0.0002199167,-1460.5821536868998,8.436573004114,8.1948923957,0.0019697867,7.6076003397,0.3205568436,-6.5907,-1.4213,5.1694,2.45253,425.09819,0.9,0.34784,2e-05,0.033077,0.001776,0.001685
4-1206,Clc1c(Cl)cc2c(c1)c1c(c3c2cc(Cl)c(c3Cl)Cl)cc2c(c1Cl)c1cccc(c1cc2)Cl,569.529,9,26,7,-92.185433490423,-91.899494837795,0.000286693002,-91.98497235645,10.640707014782,10.453910554114,0.001877927498,9.894006469422,0.257156103614,-10.5721,-8.3228,2.249381926468,1.27,353.982624,0.45,0.073,0.204,0.003484369,0.001972208,0.001293872,-4217.256321447555,-4216.9635668591,0.0002742951,-4217.0453479425,8.345304988251,8.1516905795,0.0020168791,7.5503578424,0.2650315036,-5.7048,-3.1432,2.5616,1.11543,468.77607,0.35679,0.04911,0.25073,0.003469,0.001938,0.00128,-4218.563099739215,-4218.2703451507,0.0002742951,-4218.352126234099,8.258610663737,8.0649962551,0.0020168791,7.4636635189,0.2650315036,-8.2629,-0.7783,7.4846,1.07861,435.49105,0.33459,0.04093,0.25777,0.003469,0.001938,0.00128
3-1243,Clc1c2c(cc3c1cc1c(c3)cccc1)cc1c(c2)cccc1,312.799,13,22,1,-58.293682064343,-58.007564446236,0.000204955185,-58.06867183459,9.243360828184,9.042222231757,0.001562550377,8.57634783572,0.268098301346,-9.5028,-8.3207,1.182092753315,1.629,239.936231,-0.0,-0.641,0.0,0.02470206,0.003957397,0.003410946,-1306.182128244239,-1305.8895887512,0.0001984356,-1305.9487523215,7.294849121985,7.087286926,0.0016771392,6.587247735,0.2751057605,-4.5882,-3.3393,1.2489,1.57525,343.30737,-0.0,-0.61974,4e-05,0.024191,0.003934,0.003383,-1307.101856818613,-1306.8093173256002,0.0001984356,-1306.8684808959,7.182326402387,6.9747642062,0.0016771392,6.4747250165,0.2751057605,-6.851,-1.1889,5.6621,1.65882,330.12401,-1e-05,-0.65262,8e-05,0.024191,0.003934,0.003383
4-0644,Clc1c(Cl)c(Cl)c2-c3c4c(-c2c1Cl)c(Cl)c1c(c4c(c2c3c(Cl)c(Cl)c(c2)Cl)Cl)c(Cl)c(cc1Cl)Cl,715.716,2,24,12,-107.092667617772,-106.884004024411,0.000321605819,-106.979890799394,9.476287557608,9.357324042687,0.001738254355,8.839063505608,0.175055492005,-10.8027,-9.2828,1.519884813897,2.667,394.575905,-0.996,0.312,-0.111,0.002308088,0.001904531,0.0011435,-6437.699122519306,-6437.4854116964,0.0003049317,-6437.576327071,7.363473592068,7.2394610268,0.0018700853,6.6818947976,0.1814846829,-5.841,-3.9195,1.9215,2.21122,516.96398,-0.82063,0.27647,-0.08328,0.002279,0.001889,0.001144,-6439.096964797286,-6438.8832539744,0.0003049317,-6438.9741693490005,7.311776880854,7.1877643162,0.0018700853,6.6301980872,0.1814846829,-8.3927,-1.7451,6.6476,2.35857,478.76229,-0.87905,0.28456,-0.08553,0.002279,0.001889,0.001144
5-0072,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c1-c3c(Cl)c(Cl)c(c4c3c(-c1c2Cl)c(Cl)c1c4c(Cl)c(c(c1Cl)Cl)Cl)Cl,784.606,0,24,14,-115.168466434143,-114.976694832499,0.000340715569,-115.07827917945,9.374001631929,9.271930108725,0.001752953397,8.749287052292,0.155593666678,-10.8164,-9.2112,1.605226368798,0.426,420.141614,-0.086,0.143,0.011,0.002905947,0.001131822,0.0008448657,-7356.822247454145,-7356.625884415,0.0003221062,-7356.7219203729,7.253155321371,7.1464905398,0.0018867344,6.5839603625,0.161636788,-5.8218,-3.8588,1.963,0.35506,577.58479,-0.12057,0.07053,-3e-05,0.002885,0.001124,0.000848,-7358.293245812331,-7358.096882773199,0.0003221062,-7358.1929187311,7.21350597142,7.1068411906,0.0018867344,6.5443110133,0.161636788,-8.3833,-1.6692,6.7141,0.39077,522.82213,-0.13661,0.07045,0.00296,0.002885,0.001124,0.000848
1-0094,c1ccc2c(c1)c1cccc3-c4c5c(c2ccc5ccc4)c13,276.338,12,22,0,-53.246267187162,-52.972991873183,0.00018806323,-53.029062925258,9.0719538499,8.878936500841,0.001479661886,8.437775308376,0.257745063193,-10.2042,-7.69,2.514123368157,0.121,222.282924,0.004,0.047,-0.0,0.01779192,0.00909092,0.00601666,-845.418782379306,-845.1406638091,0.0001856429,-845.1960132367,7.14276823119,6.9449059971,0.0015857163,6.4721245545,0.2626355049,-5.5352,-2.6599,2.8753,0.08364,267.85513,-0.01691,0.02823,-0.0,0.017634,0.009018,0.005966,-846.303842234757,-846.0257236646,0.0001856429,-846.0810730922,7.041646835451,6.8437846012,0.0015857163,6.3710031598,0.2626355049,-8.0876,-0.2911,7.7965,0.06957,260.39386,-0.02253,0.01554,-0.0,0.017634,0.009018,0.005966
3-0391,c1cc2cc3ccc(cc3c3-c4c(-c(c1)c23)c1ccccc1cc4)Cl,336.821,13,24,1,-62.593873441916,-62.294198665836,0.000215153973,-62.358346822772,9.956959463027,9.746984765387,0.001658757845,9.252426112532,0.280575199308,-9.9896,-8.3039,1.685722843383,2.262,257.157539,0.085,0.886,-0.0,0.01154877,0.004741148,0.003361246,-1382.397355330521,-1382.0914600459,0.0002095723,-1382.1539440136,7.845644033731,7.6294470071,0.0017794149,7.0989142937,0.2872245778,-5.2293,-3.2512,1.9781,2.132,336.03703,-0.00809,0.83874,-0.00017,0.011428,0.00471,0.003335,-1383.397714681851,-1383.0918193973,0.0002095723,-1383.154303365,7.732562350059,7.5163653233,0.0017794149,6.9858326112,0.2872245778,-7.7294,-1.0165,6.7129,2.2151,321.86859,0.05827,0.86952,-0.00019,0.011428,0.00471,0.003335
4-1292,c1ccc2c(c1Cl)cc1c(c2)c2ccccc2c2c1c1c(Cl)cccc1cc2,397.304,14,26,2,-71.952245507102,-71.625236709302,0.000235220661,-71.695367749427,10.852730886586,10.624864280746,0.001844877859,10.074813945829,0.304999110699,-10.0014,-7.7732,2.228230534776,2.356,292.05596,0.311,-0.831,-0.268,0.006585741,0.005411663,0.003268668,-1919.380615994197,-1919.0460392128,0.0002259113,-1919.1133946628,8.553207548733,8.3177709472,0.0019807039,7.7272239052,0.3133787336,-5.1767,-2.6969,2.4798,2.09964,364.12224,0.34624,-0.70782,-0.24791,0.006416,0.00535,0.003212,-1920.505774453105,-1920.1711976717,0.0002259113,-1920.2385531217,8.437665188827,8.2022285871,0.0019807039,7.6116815465,0.3133787336,-7.6596,-0.3357,7.3239,2.09517,347.87914,0.34653,-0.69989,-0.26368,0.006416,0.00535,0.003212
3-0555,c1cc2ccc3c4c2c(c1)c1c2ccccc2ccc1c4ccc3Cl,336.821,13,24,1,-62.617230311909,-62.316680535697,0.000210052235,-62.379307609556,9.98031633302,9.769466635248,0.001663859583,9.273386899316,0.28198071036,-9.9447,-7.7156,2.229032271349,2.235,257.23088,0.823,-0.285,0.12,0.01400538,0.004931958,0.003732089,-1382.422179952045,-1382.1148187121,0.0002035806,-1382.1755162775,7.870468655255,7.6528056733,0.0017854066,7.1204865576,0.2893993959,-5.1889,-2.5538,2.6351,2.08,320.05396,0.76862,-0.26576,0.09077,0.013846,0.004871,0.00368,-1383.424942910254,-1383.1175816704,0.0002035806,-1383.1782792358,7.759790578462,7.5421275964,0.0017854066,7.009808482,0.2893993959,-7.6002,-0.2583,7.3419,2.1002,308.23411,0.77801,-0.26073,0.0971,0.013846,0.004871,0.00368
4-0594,c1cc(Cl)c2c(c1)c1c2cc2c(c1)c1c2cccc1Cl,295.168,8,18,2,-51.613598566253,-51.406658171233,0.000195381059,-51.464911034007,7.221351500273,7.080505899893,0.001210464287,6.719605971795,0.190708009174,-9.9298,-8.1339,1.795882445826,0.0,199.905671,-0.0,-0.0,-0.0,0.02374998,0.004501878,0.003784513,-1610.814005320418,-1610.6038642618,0.0001917467,-1610.6610335345,5.627955687208,5.4839080818,0.0012993075,5.0965194179,0.1940591244,-4.9219,-3.0155,1.9064,0.0,275.34374,-0.0,-0.0,0.0,0.023492,0.004472,0.003757,-1611.606788980198,-1611.3966479216,0.0001917467,-1611.4538171943,5.551344542224,5.4072969368,0.0012993075,5.0199082737,0.1940591244,-7.4616,-0.391,7.0706,2e-05,256.82132,1e-05,0.0,-0.0,0.023492,0.004472,0.003757
4-0359,c1cc2c3cc4c(Cl)c(Cl)cc(c4cc3c3c4c2c(c1)c(Cl)c(c4c(c(c3Cl)Cl)Cl)Cl)Cl,577.936,6,24,8,-90.949616182145,-90.707045004518,0.000282504471,-90.791273712581,9.689405606081,9.536534506894,0.001709738119,9.026776085539,0.214465734236,-10.7143,-8.5022,2.212060183427,2.477,344.248979,0.268,0.929,-0.123,0.004785689,0.001824309,0.001366185,-4599.449969177515,-4599.2019343029,0.0002696609,-4599.2823336934,7.58120666135,7.4228700445,0.0018377089,6.874956894,0.2209336605,-5.8609,-3.1975,2.6634,2.20361,443.28914,0.17016,0.83936,-0.13465,0.004676,0.001811,0.00137,-4600.706063161564,-4600.458028286999,0.0002696609,-4600.538427677499,7.509979094092,7.3516424776,0.0018377089,6.8037293277,0.2209336605,-8.4665,-0.8373,7.6292,2.37307,415.7575,0.22839,0.89588,-0.12996,0.004676,0.001811,0.00137
4-1237,Clc1c(Cl)c2c(Cl)c(Cl)c3c4c2c(c1Cl)cc1c4c2c(c3Cl)c(Cl)c(c(c2c(c1Cl)Cl)Cl)Cl,655.233,1,22,11,-97.778492441597,-97.596351556009,0.000297170478,-97.684952934163,8.62471302306,8.522830102392,0.001556502994,8.058758733735,0.15210704913,-10.6461,-9.3618,1.284302821473,0.585,359.852608,0.011,0.224,-0.054,0.003561165,0.001844097,0.001235161,-5900.753733049577,-5900.567914401,0.0002832207,-5900.6523566516,6.693781271012,6.5882189582,0.0016741683,6.0890654159,0.1567470167,-5.6882,-4.0493,1.6389,0.75405,493.36283,0.09381,0.27859,-0.03989,0.003504,0.001838,0.001254,-5902.025072782605,-5901.839254134,0.0002832207,-5901.9236963846,6.64284179866,6.5372794864,0.0016741683,6.0381259442,0.1567470167,-7.9691,-2.051,5.9181,0.86974,462.76445,0.10775,0.32256,-0.0378,0.003504,0.001838,0.001254
2-0063,c1c(Cl)cc2c(c1)cc(c1c2cccc1)Cl,247.124,8,14,2,-43.176671768561,-42.993836901467,0.000177843013,-43.046860795825,5.957610188041,5.831428002067,0.001015189821,5.528749156353,0.169214116613,-10.4961,-7.604,2.8921275169,0.633,172.11915,-0.203,-0.145,0.0,0.02618543,0.009019707,0.006708819,-1458.569493065317,-1458.3826741549,0.0001732078,-1458.4343160633,4.712307781179,4.5821404021,0.0010910216,4.2568522135,0.1736345219,-5.7342,-2.3109,3.4233,0.60206,197.32992,-0.1977,-0.13045,0.0,0.02583,0.008934,0.006638,-1459.217321593623,-1459.0305026832,0.0001732078,-1459.0821445916,4.653120986781,4.5229536076,0.0010910216,4.1976654198,0.1736345219,-8.4179,0.1919,8.6098,0.55123,192.14374,-0.18533,-0.11262,0.0,0.02583,0.008934,0.006638
4-0752,c1c(Cl)c(Cl)c2c(c1)c1c(Cl)cc3c(c1cc2)cccc3Cl,366.074,8,18,4,-60.86326683179,-60.648745172137,0.000217491731,-60.713590331759,7.505969495888,7.362263687635,0.001305038457,6.973166470873,0.195488097712,-10.5797,-8.1032,2.476507194954,2.808,236.751593,-0.919,0.567,0.23,0.0159998,0.003533415,0.002934169,-2531.325625064851,-2531.1061220368,0.0002103725,-2531.1688446043,5.911588854735,5.7629002408,0.0014018091,5.3449507149,0.2011046533,-5.7753,-2.8351,2.9402,2.63619,290.00048,-0.84851,0.5463,0.23925,0.015715,0.003488,0.002897,-2532.204375641656,-2531.9848726136,0.0002103725,-2532.0475951811,5.844320224522,5.6956316106,0.0014018091,5.2776820855,0.2011046533,-8.3678,-0.408,7.9598,2.79421,277.39034,-0.92054,0.54944,0.2433,0.015715,0.003488,0.002897
2-0346,Clc1c(Cl)c(Cl)c2c(c1Cl)cc1c(c2Cl)c(Cl)ccc1,384.904,4,14,6,-59.342006471824,-59.19272394053,0.000217644687,-59.257614703884,5.766775407204,5.67414555703,0.001043005731,5.363173397668,0.130445489663,-10.5383,-8.7276,1.810647382547,3.465,222.303761,-1.017,-0.907,-0.009,0.01142052,0.005006739,0.003515735,-3296.838825962277,-3296.6860715546,0.0002094229,-3296.7485110063,4.514754267067,4.4186513906,0.0011224537,4.0839916825,0.1346330127,-5.5808,-3.4905,2.0903,3.32308,266.3136,-0.86694,-0.97811,-0.03066,0.011231,0.004953,0.003516,-3297.627988627686,-3297.47523422,0.0002094229,-3297.5376736717,4.474684171884,4.3785812956,0.0011224537,4.0439215879,0.1346330127,-8.141,-1.1796,6.9614,3.57081,255.28659,-0.92512,-1.05687,-0.02714,0.011231,0.004953,0.003516
4-1320,Clc1c(Cl)c(Cl)c2c(c1Cl)c(Cl)c(c1c2ccc2c1c(Cl)c(cc2Cl)Cl)Cl,538.299,3,18,9,-81.071180034518,-80.898678293549,0.000268303,-80.978672833013,7.268670843491,7.166984953922,0.001338749168,6.767836888697,0.146723353864,-10.8044,-8.7131,2.091278556733,2.072,299.759027,-0.363,-0.73,-0.031,0.006034162,0.002366565,0.001817315,-4829.169180944575,-4828.9923706396,0.0002549305,-4829.0683781593,5.671536720619,5.5655408296,0.0014418101,5.1356649274,0.1521232188,-5.9177,-3.4069,2.5108,2.00006,371.15281,-0.29171,-0.7263,-0.08101,0.005926,0.002339,0.001823,-4830.228415419077,-4830.0516051141,0.0002549305,-4830.1276126338,5.631980190743,5.5259843001,0.0014418101,5.0961083982,0.1521232188,-8.5668,-1.0551,7.5117,2.15003,348.15373,-0.33075,-0.77485,-0.07553,0.005926,0.002339,0.001823
4-1489,c1ccc2c(c1)cc1c(c2)c2c(cc1)c1cc(Cl)ccc1c1c2cc(Cl)cc1Cl,431.749,13,26,3,-75.995806329368,-75.676999987958,0.000248242123,-75.751013377026,10.807249337827,10.587585188377,0.001848760793,10.036377156742,0.295277197323,-10.1105,-8.0528,2.057687269686,2.71,304.299144,-1.018,0.316,-0.019,0.006235953,0.00311799,0.002176135,-2378.956233245829,-2378.6299664827,0.000238417,-2378.7010505255,8.512103197597,8.2849766143,0.00198511,7.6931158994,0.3035777112,-5.277,-2.93,2.347,2.46549,398.59062,-0.93802,0.24694,-0.0005,0.006139,0.003086,0.002147,-2380.115256633647,-2379.7889898705,0.000238417,-2379.8600739133,8.399871407129,8.1727448237,0.00198511,7.5808841101,0.3035777112,-7.7209,-0.5945,7.1264,2.37752,377.0418,-0.90575,0.23327,-0.01049,0.006139,0.003086,0.002147
4-0186,c1ccc2c(c1Cl)c1-c3ccc(c4c3c(-c1c1c2cc(Cl)c(c1)Cl)ccc4Cl)Cl,474.601,9,24,5,-78.791598885492,-78.524383131668,0.000255124324,-78.600448448744,9.798515422503,9.620999747119,0.001686405078,9.11819807176,0.242903375182,-10.4481,-8.6388,1.809224119564,2.16,306.397746,0.521,-0.657,-0.141,0.005799741,0.002708035,0.001890537,-3220.703486185561,-3220.4302865293,0.0002454578,-3220.5034697604,7.684888477699,7.5013870793,0.0018111766,6.9613845665,0.2496489009,-5.6041,-3.4607,2.1434,2.456,396.49052,0.67387,-0.64817,-0.24373,0.005645,0.002691,0.00187,-3221.849417473624,-3221.5762178173,0.0002454578,-3221.6494010484003,7.595161292872,7.4116598945,0.0018111766,6.8716573826,0.2496489009,-8.2004,-1.2298,6.9706,2.86841,371.94447,0.85572,-0.69442,-0.24295,0.005645,0.002691,0.00187
4-0707,Clc1c(Cl)c(Cl)c2c(c1Cl)c1ccc3c4c1c(c2)c1c(Cl)c(Cl)c(cc1c4ccc3)Cl,543.491,7,24,7,-86.897640643048,-86.646752426047,0.000272790993,-86.728085060604,9.726472438009,9.565284299448,0.001702547201,9.057669850248,0.224086618614,-10.535,-8.5122,2.022822471591,4.712,331.918807,1.106,1.463,-0.272,0.005047414,0.002208503,0.001606959,-4139.872106557408,-4139.6154422394,0.0002602649,-4139.6930402172,7.620065644011,7.4530995838,0.0018301931,6.9074272863,0.2308940691,-5.5779,-3.2028,2.3751,4.06634,428.80981,0.92052,1.27935,-0.27428,0.005006,0.002172,0.001592,-4141.09253435078,-4140.8358700328,0.0002602649,-4140.9134680106,7.543726245548,7.3767601856,0.0018301931,6.8310878888,0.2308940691,-8.0115,-0.9513,7.0602,4.18282,402.9347,0.93597,1.32083,-0.29567,0.005006,0.002172,0.001592
3-0395,Clc1ccc2-c3c(-c2c1)cc1-c2ccccc2-c2c1c3ccc2,310.783,11,22,1,-57.225291644077,-56.961428453624,0.000203479993,-57.022096013443,8.96193593579,8.778330710257,0.001481149519,8.336725979875,0.246493572535,-9.8903,-8.2049,1.685368612621,2.383,231.480216,0.744,0.57,0.0,0.02052377,0.004017573,0.003359871,-1304.91729716556,-1304.6486073088,0.0001993583,-1304.7080459724,7.024561414676,6.836127894,0.0015889127,6.3623934217,0.2515966721,-4.9927,-3.1375,1.8552,2.26206,316.20794,0.69174,0.55991,3e-05,0.020381,0.003966,0.00332,-1305.834007140511,-1305.5653172837,0.0001993583,-1305.6247559473,6.924535778965,6.7361022581,0.0015889127,6.2623677869,0.2515966721,-7.4855,-0.7813,6.7042,2.50212,295.92268,0.8085,0.56156,2e-05,0.020381,0.003966,0.00332
3-1069,c1ccc2c(c1)cc1c(c2)c2cc(Cl)c3c4c2c(c1)ccc4ccc3,336.821,13,24,1,-62.616555021862,-62.316631293858,0.000211631206,-62.379729138026,9.979641042973,9.769417393409,0.001662280612,9.273808427786,0.281162982168,-9.7332,-8.0662,1.667027789601,2.054,257.271731,0.252,-0.768,-0.0,0.0143443,0.004284207,0.00329892,-1382.423127660335,-1382.1169347696,0.0002061727,-1382.178405164,7.871416363545,7.6549217308,0.0017828145,7.1233754441,0.2878879201,-4.8825,-2.9642,1.9183,1.82687,355.27163,0.2107,-0.68715,-3e-05,0.014158,0.004259,0.003274,-1383.420930713628,-1383.1147378229,0.0002061727,-1383.1762082173,7.755778381836,7.5392837489,0.0017828145,7.0077374635,0.2878879201,-7.1705,-0.7563,6.4142,1.87622,339.25549,0.20843,-0.70811,1e-05,0.014158,0.004259,0.003274
